text,emocion,label
"@esposlittle Eeeeepa, gracias! Tu cuenta parece tremenda",alegria,3
"Tu cuerpo será mío, te llevare a la cama, te haré sudar y temblar. Te dejaré sin fuerzas. —Att: La gripe.",otra,6
@CONCHETUNlALL En serio? Ooooh wn que bacán 😘😘 deberías ser mi ibf ya que la dafne es más lenta pa responder que la chucha,alegria,3
@Ivonnepapa O ustedes que todavía tienen a quien besar ,otra,6
No digas que te vas Busquemos un lugar Que no haya nadie Solo haya oscuridad Y besame lento Paremos el tiempo #LocoEnamoradoVideo,otra,6
Estar durmiendo y que te despierten las voces de un atraco.... #susto 😩,miedo,1
"si yo no te vuelvo a ver, yo me voy a enloquecer, es para mí, la locura automática",tristeza,2
Me quede dormida estudiando y me desperté a las 3:20 AM.  Adivinen quien tiene la perra al lado? Un miedo ,miedo,1
Siempre que veo películas en netflix con alguien elijo una que ya vi o que parezca aburrida porque sé que no la voy a ver 🔥👀,otra,6
Hacia mucho no lloraba gracias ,tristeza,2
Me sigue haciendo preguntas sobre el color de mis pies y hasta no responder todo no me va a decir el motivo de su curiosidad ,otra,6
"Eli está viendo un capítulo de ppl y me pregunta que pasa más adelante  , ansiosa donde ?",otra,6
"—da un pisotón en el suelo y coloca los brazos en jarra, todo ofendido—. ¡Oe! ¡Oxigenada!",ira,0
Escuchar musica triste y terminar mas triste que la música,tristeza,2
"@xSilenceDoctor « pinta de ser un caos provocado por el adolescente fugado, quien poco a poco iba espabilando por los lametones del perro »",ira,0
Caliéntame con besos que yo no me enojo por eso.,otra,6
Parce pues normal ,otra,6
@LaCarlangas_ch 😞 qué triste todo,tristeza,2
"Hoy me sentí como mi ídolo, si como Julio César Chavez Jr. En su pelea con el Canelo.",alegria,3
"La noche está bien, ahora, elevate hasta el cielo, hazme sonreír así para siempre.",alegria,3
Ejercicio para el Alma: Piensa en un futuro hermoso y no te quedes atrapado en un Pasado Amargo  ¡ Amate a ti mismo(a) ! .,otra,6
Abril tiene prohibido quejarse conmigo.,otra,6
"No puedo dormir, emocionado como cabro chico porque mañana voy a Santiago 😂 Ay señor porque soy tan huaso 🙄",alegria,3
Soy la más emocionada porque ya puedo poner emojis a mis contactos 🎉,alegria,3
Quiero ser la parte divertida de tu libro.,alegria,3
Pa me siento horrible,tristeza,2
Estoy a tres episodios de acabar Futurama 🙁,tristeza,2
"Se me vienen cosas a la cabeza sin sentido que después ocurren,por ej la muerte de alguien o un accidente. ",tristeza,2
"Esto del fin del mundo ya es como Juanito y el lobo, un día de estos ya no vamos a creer y boom desintegrados ",otra,6
"Que triste noticia... Mis oraciones estan con el, su familia y fans. RIP Chester Bennington  🙏🏼 😪",tristeza,2
Estoy muy contenta contigo y tu carita 😻.,alegria,3
@LuisMiguelReyes @edwinrevolucion Acordate que ahora todo hay que hacerlo a la inversa...quizás por eso #Sarcasmo,alegria,3
@1Pinipon Acabo de leerlo! ,sorpresa,5
"Que buena partida la ctm, quede con el medio hype pero no creo resistir a ver a fanatic ",alegria,3
@TAMARA_SUJU Este como que se fumo una lumpia o esta cansado,ira,0
"A veces cuando estoy aburrida pienso ""FUNDIC"" y me río sola.",alegria,3
No esta @ferlo75 en twitter con el partido de #PeñA???,sorpresa,5
"*Nunca tuviste tu corazón con las iniciales tuyas y de un muchacho ? -Nonon, me mataba!  *En serio me decís?  -Si obvio!  Lo más grasa",sorpresa,5
Como cuando le pides a tu hermana que duerma contigo o no dejaras de hacer berrinche :3 #amoamihermana,otra,6
Pinta escuchar Numb hasta dormirse de la depresión 💔,tristeza,2
@jordievole @jatirado @ManuelBartual Tranquilo! En Valencia hemos visto que la imprenta de @compromis  no tiene #Porno y tiene ,asco,4
Estaba granizando me voy a morir,tristeza,2
che ya se que soy aburrida pero bueno q se le va a hacer,tristeza,2
unas ganas d llorar tas loco,tristeza,2
@CamelaCorpse @antifta_cosplay A ti tambien te intentaron envenenar tus padres de pequeña cuando te abandonaron? Que triste tia.,tristeza,2
@JOELSHAMPU TE AMO❤FELIZ DÍA BIABOR,otra,6
"Cuando tembló lo que recuerdo es que  estaba en el metro, mis amigos y yo nos tomamos de los brazos 💜 si eso no es amistad no se que es 😢",alegria,3
"#SanJoséDelGuaviare #Guaviare, la independencia hoy nos abraza a todos los colombianos ¡Feliz #20DeJulio! #UnLíderParaTodos",alegria,3
@armymxvotes @BTS_twt Sería divertido xD #BTS #ARMY #KCAMexico,alegria,3
"Me pongo nerviosa que hace media hora se escuche a la policía, o bomberos, o ambulancia. Agarrame Martaa",miedo,1
"Sé que soy capaz de mucho, pero la poca confianza en mí me juega una mala pasada y me hace volar bajo...",otra,6
"Ando resentida, mejor me voy",ira,0
"Datos @FPCIUDADANA y @GobiernodeChile dicen q delincuencia ha bajado, sin/emb sensación d inseguridad sigue. Gran trabajo d la prensa ",asco,4
"Dicen que alguien ya vino y se fue, dicen que pasa las noches llorando por el 🎶",tristeza,2
@DebRyanShow #Rayito esperar ansioso,otra,6
No puedo evitar cagarme de risa con los movimientos que no se le dan 😂😂,alegria,3
"@sandraasol Amiguetaaaa, ¿qué significa VIEM? ",otra,6
Mamilord se enojo.... 😝😩 jajajaja creo me falto ponerle el :v al final de la oración.,alegria,3
"Yo no hago las cosas para ""callar bocas"", yo las hago por satisfacción propia, locas.",ira,0
"Ay yo los amo a ustedes, yo puedo estar amargado, obstinado o deprimido pero ustedes son tan á, me hace reír todo el tiempo.",alegria,3
@CarolinaWebb Es más difícil quitar la ansiedad que los piojos,miedo,1
Ayer antes de irme me salió lo de la escoba y hoy cuando me levanto sigue todo igual. ,ira,0
@LasMayores Pues falta Osuna o que ser mexicano no cuenta como latino? ⚾😡😉,ira,0
Ultima semana de mes..🙌💪👏 #BuenInicioDeSemana #MuchaTranquilidad #Felicidad,alegria,3
@Lu_naiir @NatuliaNaty Amiga de mi hermano me encanta tu sonrisa❣,alegria,3
Acá bien alegre con mi laboratorio de mate pa' mañana,alegria,3
@cesciano Yo la voy a ver. Desde hoy ya por fin tengo Netflix. ,alegria,3
Voy a dormir seis horas y luego clase de 8 de la mañana y no termino el día hasta que acabe el curso a las 22:00. Bieen #ironia,ira,0
Parece que las peticiones de los pilotos de @Avianca siguen por las nubes... #ironía,otra,6
"@sergioulloa1 Que indignación 😠, con esa plata podrían sacar a cuantas familias de la pobreza",ira,0
"@Jona1795 Jajajaja cero, yo soy como la amiga que le hace ver el lado chistoso a su drama life 😂",alegria,3
La depresión hace que se mate gente que en su época con su música nos ayudó a superar nuestros momentos y crisis existenciales pubertas 😢,tristeza,2
Hay que darlo todo hasta cuando estás enfadada,ira,0
Aunque siempre de las piernas porque siempre duermo sin camisa ,otra,6
"@BenjaVerdessi Es mi primera vez, me siento orgullosa :)",alegria,3
@kavegav Jajajaja para nada ,alegria,3
Jamás debi dejar ese lugar 🙁,tristeza,2
Si hay que ir se va.... a las 20 nos vemos #castellers #xiquetstgn #rabia #orgull,ira,0
"Mis días estaban muy lindos pero con lo de hoy quede mas triste😣 a levantar cabeza y seguir, vamos rojo!",tristeza,2
Me dicen y mas nerviosa me pongo,miedo,1
"Después de todo el mes de agosto (comiendo mierdas, y sin hacer nada) me voy a pesar. 😅  ",alegria,3
Okay se enojo?,otra,6
"La vida ya de por sí es peligrosa, no por las personas que hacen mal, sino por las que se sientan a ver cómo pasa.",otra,6
Temor a estar solos.,miedo,1
"Cerrar el día con él al lado. Sólo eso pedía y eso tengo, gracias ",alegria,3
Me hace falta un palito pa andar al cien 💯 ,alegria,3
"En la línea borbónica, haciendo las cosas bien #ironía #deguatemalaaguatepeor #IIIRepublica #rajoydimision #felipeVI #elpacificador",sorpresa,5
Robado el achique! Tremendo partido ganado a huevo! Vamos nosotros.,alegria,3
Muy entretenida la conversación...,alegria,3
@LericaMusic @AbrahamMateo Jajajajajajajajsja vaya cultura musical más deprimente,tristeza,2
Aveces siento que me quieren agarrar ataques de pánico,miedo,1
@antenaxxx2 De los creadores de Bendecida y Afortunada llega blindada por mi novio feo pero narco. #Susto,miedo,1
Siento que en cualquier momento voy a valer ,miedo,1
Siempre que llego a casa de noche mi perro me viene a saludar y se va corriendo a mi cama antes que llegue yo ,alegria,3
"L, A, D y N en la presentación de los PCA's estaban nerviosas, Lauren en especial. Ella antes de salir tuvo ansiedad y quiso vomitar.",otra,6
Esa pelea del 26 de Agosto se presta demasiado!!,otra,6
"Mi amiga habla sola dormida, es más estamos teniendo una conversación...... ",sorpresa,5
Inteligente es quien solo cree la mitad de lo que oye. Brillante es aquel que sabe qué mitad creer.,otra,6
@javier_ruescas Deberías cantar junto a @verogv15 la canción de tu canal bienvenidos al canal de @javier_ruescas que divertido saludos,alegria,3
@LindaStarVip2 @aneligarova65 Y yo a los 5000 iwal que tu!,otra,6
"Es absurdo sobre todo porque la gente y me incluyo esta enfadada, nadie se hubiera enfadado si hubieran retrasado Baby Driver.",ira,0
"@BBarbip Jajajajajajaja no puedo, es de confidencialidad eso ",alegria,3
".@NicoleCav18 es la peor, se tiro al sofá a ver Master chef mientras Paola y yo hacemos la maqueta. #INDIGNADA",ira,0
"@naomi1755 ¿¡Hace un año!? Wow... ¡Me sigue sorprendiendo lo genial que lo has pintado, Naomi! ^^",sorpresa,5
"tuve un día inmensamente largo, no saben lo q disfruto la ducha hirviendo de las 3 am, las sabanas limpias y el aire en 28. re bai",alegria,3
@moontxars Que afortunada es Crystal.,alegria,3
@xjoseluis Ya sé 😠,ira,0
Yo soy aquel que camina orgulloso de sus cicatrices  Por que ellas me hacen saber que no  he vivido en vano...!,alegria,3
Tengo re abandonado el tw,tristeza,2
Que agradable señora,alegria,3
Tengo pocos followers así q  impacto sería bajo pero me pasaría el día retuiteando a @gerardotc #ingenio #ironía en estado puro #periodismo,otra,6
@robertomendez Consulta q tiene muy nerviosa a la gobernación,miedo,1
No tengo wifi y quiero ver la peli de death note por netflix pero tengo miedo de quedarme sin credito ,miedo,1
@sigfrid Sería mucho más genial si Telltale dejará de hacer novelas y empezara hacer videojuegos!,alegria,3
Papi si me venis a buscar no me enojo,otra,6
Que bajón me dio ver eso 😭,tristeza,2
A veces no quisiera ser tan serio 😥,tristeza,2
"Critíquenme si quieren, ando viendo el final de Teen Wolf 😭",tristeza,2
@NatiEstropini JAJAJAJ por el estribillo 🙄🤦🏻‍♂️ Después te explico ,alegria,3
"Tremendo día de trabajo, muy productivo 2/2 a ver si se hace una racha.",alegria,3
"El diagnóstico de depresión se hace al existir los 3 sínt. princip. (tristeza, anhedonia e ideación suicida) más otros 2 de los mencionados",tristeza,2
@Juliococo que crees que pase en los días venideros con todo esto del dichoso acuerdo? La desesperanza es agobiante,otra,6
Es peligroso acostumbrarse a alguien,miedo,1
Y fui tan afortunada de tener la dicha de tener un súper abuelito como tú.,alegria,3
"""No me va a temblar el dedo"" -antonella bernal",otra,6
@cokep Que eres terrible fome! 🙄 Y añejo poh!,asco,4
O la gente confía demasiado fácil en otra gente o yo soy súper desconfiada. Me tiro por la segunda,ira,0
@MakysVila En todos lados ,otra,6
"Me verás volar, por la ciudad de la furia... Donde nadie sabe de mí, y yo soy parte de todos.",ira,0
"Chester fue la adolescencia de mi viejo y cuando supo se largó a llorar, se me partió el alma",tristeza,2
al final vamos a terminar viviendo cada uno es su burbuja...con el temor de encontrarte con alguien que es distinto a ti...,miedo,1
Hace un año atrás nos estábamos viendo por primera vez. Te amo infinito punto rojo @rdgojuan 😊,otra,6
#todasqueremosajohn por favor salvamos! #Annabelle #terror #monafea #miedito @ktta_f9,miedo,1
"No te dejes llevar por el orgullo, escribele pa q te dejen en visto JAJAJAJJAJA ",alegria,3
"Cosquin, Tandil, Tucuman, Jujuy y Salta. Y todavia falta V. Gral Belgrano y Cataratas 😍 Creo que este  fue el año que mas viaje #felicidad",alegria,3
@mariianCaste @charlitosb HAHAHAHA qué vivo el patojo... ya era hora ,alegria,3
"Que ganas de tener mucha plata y tatuarme, comprarme ropa y muchas cocas y hamburguesas ",otra,6
Soy demasiado ansiosa🤦‍♀️,miedo,1
|. Basta que me acordé que yo tengo una cuenta del padre Gabriel y la tentación ,otra,6
"Kimberly, si me lee, perdió la apuesta que un día hicimos JAJAJAJAJAJAJAJAJAJA.",alegria,3
@moranzonidiego @djalemontero @Barman_Emiliano ansioso por la #FiestaPeatonal con:@FlavioAzzaro @LaMasa_N1 grosos!!! saludos desde Mercedes.,alegria,3
@MrkHdz El chiste es ayudar colega! En todos lados es bueno 🙌 por eso me caes reeeeeebien 😊,alegria,3
@bianca43721 Dos tweets seguidos. Vos debes tener ansiedad por el viaje me parece...,miedo,1
Cualquier excusa me viene bien. Tremenda,otra,6
@KevenYHensy Hasta Yo Estoy Orgullosa😍,alegria,3
"@LaPelotaNSM_KO Madre mia, pensar que esto puede ser asi toda la temporada... #miedo",miedo,1
@ysoniaaparicio_ jajajajj postaa deja ni fiesta vamos directo al civil. Yo me enamoro minimo 2 veces por dia en el subte ,alegria,3
@Hadi7697873 @Me__Ayesha Ni to 😀,alegria,3
MI FUTURO DE TUITERA SE ESTÁ VIENDO AMENAZADO CALL 911,miedo,1
@bahia_mall En @ElAlbanBorja no hay ñengosos!!! ,ira,0
@almadepudin Jajaja cada quien tiene sus gustos 😊,alegria,3
Desahogarte airado con tu jefe a primera hora sirve para eliminar stress y crear vínculos que al final no te llevarán a ninguna parte.,asco,4
"#Leo Hoy un posible cambio de suerte lo llevara a cumplir una meta q pensaba perdida, tómelo como una lección de perseverancia...",otra,6
@nico_gomes22 Asi que andas nerviosa ehh? Ajajaj,alegria,3
Muero por un abrazo de mi mamá y de Priscila !! La extraño demasiado ,tristeza,2
"Para mí Colombia es patria, amor. Un país que siempre sale adelante, A pesar de mucha corrupción. 20 de julio GRACIAS COLOMBIA...",alegria,3
"@SEAT_Mexico Valdrá la pena después de  60 días de lo sucedido ?? Lo hecho, hecho está",asco,4
@MatiasM0106 Estoy ofendida porque me clavaste el visto sabes? Asique anda con ellos,ira,0
@nidiaferr_ Con mucho gusto 🌮😂,alegria,3
@edufeiok ESE PHOTOSHOP AMERITA UNA DENUNCIA ! TE ESTÁ CALIFICANDO DE NAZI Y ESO ES UNA INJURIA GRAVE!,ira,0
"Mientras puedas mirar al cielo sin temor, sabrás que eres puro por dentro, y que, pase lo que pase, volverás a ser feliz.",alegria,3
No me había dado cuenta que tengo dos semanas sobrio 😱 hoy mismo me alejo de esa infeliz vida,alegria,3
Nada más triste que no tener a quien dedicarle tus goles.,tristeza,2
@Rodrigo38740672 jajaja 28 decís? ,alegria,3
brayand y yo no nos podemos  juntar porque la descargamos  con todo el mundo ,ira,0
"Informe del acto: se trata de quema de basura y escombro, sin peligro de propagación, se trabaja @PrimeraCoquimbo @Cuarta_Coquimbo",otra,6
I have questions me tiene la vida triste cada vez que quiero ver el video de crying in the club,tristeza,2
Muchos de los que opinan sobre la detención de Lula luego defienden a voz en cuello la no injerencia en asuntos extranjeros.,ira,0
@ruizjavier21 @Segoviadanilo Cuando estés aquí 😡,ira,0
@LaPauHC @lily_v13 Soy taaaaaaan chistoso. ¿Verdad?,alegria,3
"Con esos ojos, esa boca, la manera de caminar. Además, no es tu peo. Eso es lo que pienso, y en realidad hago tipo 😊",alegria,3
@IchB0nerge ¿Cuál? ¿El fin del mundo o el sexo? ,otra,6
"@jorbiazzo Te veo en el recreo, y me vuelvo loco",alegria,3
@Camila_Cabello @BrunoMars YAAAAS ESTOY EMOCIONADA POR TI BEBE,alegria,3
"Estoy entre ""quiero ahorrar dinero""💵 y ""solo se vive una vez"".👀✌😉#Sarcástica🌺 #SabadoDeGanarSeguidores 🙌 #SiguemeYTeSigo👌",alegria,3
Ah no. Pasa lo mismo otra vez y me voy a enojar ,ira,0
@DebRyanShow Son los que valen la pena 😳 #Rayito,alegria,3
Cantar y escuchar nuevas voces hace que la vida sea más emocionante..,alegria,3
Nunca había visto una serie 🙊ya veo lo interesante y entretenido!,alegria,3
"@KRLS me ofrezco a imprimir papeletas para el referéndum ilegal si me las pagan bien, tengo impresora en casa. #ironia",otra,6
"Es que esta es la venganza porque cuando estaba en mis años mozos, no me salían nunca",ira,0
"Los memes de ""1min, no menos, como a 5"" mejoraron mi fin de semana ",alegria,3
Uy la paraste de pelo ,sorpresa,5
@ElMiyashiro creen que Floyd a pactado esta pelea para perder? va ser lo mismo que con Pacman.🤔,otra,6
@XCatalunya I Andalucia...? x corrupció implacable?,asco,4
Como echaba de menos despertarme a estas horas #Sarcasmo,asco,4
@CheFulana Sale un pati rabioso?  Ajaja,alegria,3
